tic_name            period       e_period     first_eclipse
tic00272368236     5.307536     0.005234    3692.419832
tic00272125973     1.708638     0.000012    3325.798297
tic00272086869     3.982769     0.000012    3357.152925
tic00272074664    10.475574     0.000903    3688.605146
tic00271888765     1.026988     0.000275    3494.492365
tic00271877841     2.037424     0.000051    3684.939417
tic00271812251     1.120888     0.000004    3326.513371
tic00271695366     2.622506     0.000020    3327.708292
tic00271643372     3.885622     0.000007    3327.770939
tic00271639765     2.278304     0.000012    3326.277035
tic00271548206     7.450796     0.001861    3687.432840
tic00271547896     1.332515     0.000015    3684.238590
tic00271503303     3.635018     0.000111    3328.651754
tic00271158877     0.786220     0.000017    3684.206329
tic00270704947     2.659357     0.000117    3684.193489
tic00270698296     0.609655     0.000008    3683.890753
tic00270677478     1.227809     0.000009    3325.617203
tic00270622446     2.445614     0.000336    3354.347212
tic00270615728     0.998208     0.000015    3684.142961
tic00270584915     0.772621     0.000014    3354.563948
tic00270584023     1.976491     0.000094    3355.407929
tic00270584021     1.976486     0.000094    3355.408176
tic00270558340     2.431002     0.000004    3326.968526
tic00270474299     0.533262     0.000001    3325.715273
tic00270473014     7.426015     0.001756    3328.714098
tic00270411008    17.333244   999.000000    3356.871000
tic00270366148     1.095841     0.000002    3326.000613
tic00270314131     1.591346     0.000142    3355.482082
tic00270275812     3.353523     0.000009    3327.796073
tic00270275404     5.260599     0.000012    3329.001079
tic00270247508     2.141403     0.000018    3327.089909
tic00270245976     0.307516     0.000016    3326.264000
tic00270204578     2.911534     0.000004    3328.032685
tic00270204406     4.476207     0.000070    3325.949219
tic00270204401     2.238169     0.000006    3325.923440
tic00270203709     3.920973     0.000055    3326.474875
tic00270203707     3.920991     0.000053    3326.479001
tic00270174474     3.165705     0.000008    3327.621651
tic00270040847     1.917261     0.000087    3493.186301
tic00269848997     6.417918     0.000102    3327.408688
tic00269762258     0.662286     0.000008    3325.738032
tic00269730072     3.110446     0.000010    3326.349072
tic00269696438     2.978885     0.000065    3713.876781
tic00269696430     2.978859     0.000044    3713.877807
tic00269450900     2.326258     0.008618    3655.329000
tic00269078565     2.455516     0.000042    3440.561749
tic00269077015     4.144861     0.001506    3442.350144
tic00269031095     7.009546     0.000125    3684.850612
tic00268975749     4.256622     0.000671    3495.332124
tic00268785975     1.201513     0.000194    3386.690942
tic00268718018     0.885364     0.000048    3386.307241
tic00268716644     1.382294     0.000145    3386.749213
tic00268637066    12.020747   999.000000    3389.516000
tic00268636113     0.538156     0.000042    3386.316714
tic00268610013     1.679658     0.000069    3684.844583
tic00268404844     3.162169     0.000631    3817.897624
tic00268387175     1.081964     0.000014    3684.268095
tic00268383780     2.618280     0.000032    3685.153901
tic00268380299     8.486224     0.002863    3691.682924
tic00268305489     1.262386     0.000101    3684.972909
tic00268299560     8.752106     0.000260    3691.688587
tic00268289462     1.752572     0.000024    3684.659346
tic00267556582     5.382191     0.003257    3714.783136
tic00267115952     5.074727     0.000029    3357.056141
tic00267000843     2.181775     0.000034    3327.429850
tic00267000416     9.459123     0.000092    3326.026873
tic00267000412     9.459149     0.000233    3326.029966
tic00266967759    11.343225     0.000277    3332.269230
tic00266958963     1.575339     0.000178    3819.571217
tic00266920154     2.354128     0.000030    3684.310042
tic00266770712     0.790479     0.000063    3386.736199
tic00266394699     2.886106     0.001524    3817.241988
tic00265767012     1.743728     0.000238    3817.765625
tic00265615343     1.607774     0.000591    3469.120690
tic00265614546     5.138670     0.000584    3468.862085
tic00264739230     2.771134     0.000806    3469.689808
tic00264594193     2.228610     0.000144    3470.293364
tic00264592553     4.555965     0.000799    3470.806499
tic00264537668     4.032573     0.001945    3469.113038
tic00264508409     0.974383     0.000079    3683.982055
tic00264487305     4.679557     0.003185    3469.195642
tic00264301570     4.935629     0.000107    3685.972406
tic00263635510     1.754080     0.000410    3685.831304
tic00263079355     3.116524     0.000006    3326.307189
tic00263078636     0.502334     0.000001    3325.541407
tic00263077685     2.509101     0.000004    3327.687694
tic00263074592     8.069269     0.000216    3328.974406
tic00263052919     2.896965     0.000044    3327.659580
tic00263015046     6.170755     0.000024    3330.382566
tic00262958558     3.536038     0.000098    3326.599100
tic00262958542     7.072185     0.000146    3330.113367
tic00262883492     4.947654     0.000154    3357.028513
tic00262882743     0.553640     0.000002    3325.910508
tic00262882563     4.603202     0.000089    3325.948617
tic00262758522     9.891848     0.250331    3494.975000
tic00262696097     0.911299     0.000050    3492.663578
tic00262614139     1.534227     0.000021    3326.640086
tic00262548697     4.229846     0.000115    3360.320961
tic00262530279     7.625537     0.000054    3355.633390
tic00262465161     0.950866     0.000018    3438.873299
tic00262412046     2.043427     0.000025    3438.395838
tic00261748412     1.997720     0.000007    3328.369931
tic00261746657     1.316985     0.000001    3325.984288
tic00261724521     4.489410     0.000021    3328.172707
tic00261722744     0.690599     0.000005    3325.589270
tic00261656371     7.194930     0.000051    3327.226491
tic00261655905     5.198661     0.002083    3330.212034
tic00261592957     5.503597     0.000013    3325.855736
tic00261540883     0.530937     0.000000    3325.791937
tic00261540881     0.530937     0.000001    3325.794218
tic00261204832     0.920764     0.000001    3325.556911
tic00261204830     0.920762     0.000001    3325.554552
tic00261157088     1.510975     0.000004    3327.889137
tic00261138857     1.841536     0.000006    3325.532279
tic00261136305     4.435923     0.000443    3329.529899
tic00261061880     8.072819     0.000100    3328.291179
tic00260972782     0.380706     0.000014    3346.095000
tic00260950425    49.277179   999.092228    3329.950000
tic00260654689     1.281065     0.000001    3325.809746
tic00260640392     0.481045     0.000001    3325.602338
tic00260636186     1.389641     0.000005    3326.871336
tic00260370454     0.795092     0.000002    3326.242073
tic00260303972     6.833429     0.000145    3331.884933
tic00260161885     0.856178     0.000001    3326.331403
tic00260131676     1.672541     0.000007    3327.056699
tic00260130290     0.838591     0.000001    3325.565725
tic00260130281     0.838586     0.000005    3325.554988
tic00260124760     1.080170     0.000062    3544.769388
tic00260058315     0.766832     0.000305    3818.266886
tic00260046636     1.714471     0.000003    3326.563632
tic00259962026     0.685868     0.000006    3325.714673
tic00259928347     3.873417     0.000146    3327.309373
tic00259928346     3.873261     0.000295    3327.309353
tic00259861765     4.028529     0.000273    3325.760928
tic00259701720     3.971081     0.000336    3440.976479
tic00259675295     2.232392     0.000170    3387.431369
tic00259574516     0.604494     0.000005    3386.726941
tic00259574359     3.663790     0.000133    3388.935551
tic00259542796     1.543085     0.000048    3386.651926
tic00259516278     0.937842     0.000037    3386.753327
tic00259470701     2.543817     0.001170    3440.463493
tic00259450222     7.248332     0.000178    3493.457390
tic00259450210     7.248196     0.000434    3493.457034
tic00259444914     2.369418     0.000025    3386.793575
tic00259443877     1.233046     0.000009    3387.375210
tic00259393009     2.295363     0.000203    3386.408858
tic00259392060     1.790871     0.000027    3386.724308
tic00259157312     2.671397     0.000328    3493.674094
tic00259126645     1.630643     0.000004    3683.971534
tic00259126549     7.385480     0.000537    3684.151452
tic00259006185     1.939664     0.000004    3684.619982
tic00258923466     2.437034     0.000037    3684.133294
tic00258918831     5.985856     0.000177    3686.371947
tic00258837989     0.887108     0.000065    3601.110138
tic00258548745     6.126278     0.000200    3712.978370
tic00258391370    22.565585     0.000585    3689.232507
tic00257737073     0.665116     0.000019    3625.422466
tic00257711631     0.393036     0.001559    3325.951000
tic00256576951    15.666840   999.000000    3746.867000
tic00256563947    15.726150     0.149911    3691.032000
tic00256512446     8.055806     0.000321    3684.603856
tic00256368884     4.198687     0.001264    3687.732094
tic00256327585     6.743252     0.006453    3745.425187
tic00255921197     0.889302     0.000008    3739.381367
tic00255565860     2.206020     0.000077    3438.308558
tic00255546550     1.241463     0.000005    3326.369522
tic00252668569     0.462896     0.000007    3738.928629
tic00251857120     0.505340     0.000005    3354.404696
tic00251856097     0.540439     0.000039    3355.020500
tic00251851871     5.905387     0.000384    3355.371272
tic00251234316     0.926330     0.000104    3468.509296
tic00248959098     7.312533   999.000000    3396.954000
tic00248410138     0.821982     0.000011    3438.787777
tic00248403190     1.550983     0.000031    3439.252545
tic00247317885    17.869111     0.320205    3712.432000
tic00246883499     1.597955     0.000089    3354.688996
tic00246849054     0.646604     0.000018    3354.882013
tic00245863693     1.077419     0.000031    3439.002607
tic00244252435     1.886371     0.000754    3439.580456
tic00244250449     1.746005     0.000038    3439.727622
tic00244208023     1.822826     0.000072    3438.434724
tic00243662768     1.628808     0.000152    3601.455509
tic00243643549     0.896169     0.000035    3601.544706
tic00243248327     1.269588     0.000134    3714.006556
tic00242991317     3.951743     0.000479    3439.292580
tic00240766615     3.324475     0.000078    3356.533653
tic00239291500     1.612815     0.000106    3684.361780
tic00239262664     2.021578     0.000226    3684.625776
tic00239104484     1.622034     0.001167    3818.648448
tic00239052494     1.540563     0.000165    3818.147783
tic00239022536     0.965498     0.000046    3816.285918
tic00239004471     1.604026     0.000241    3817.692655
tic00238917338     2.038139     0.000152    3438.840861
tic00238891804     1.289989     0.000001    3325.930839
tic00238873913     7.089255     0.000360    3359.327816
tic00238870447     1.642754     0.000001    3355.041371
tic00238561744     1.974722     0.000015    3493.404734
